0.6529421982,0.2591673251,0.1521346512
0.6161118279,0.8634443948,0.5022386634
0.4594942007,0.9896194697,0.574425072
0.5252776276,0.5557378196,0.323089235
0.8973434888,0.8189560841,0.4814784072
0.8847954389,0.6282765276,0.3705291303
0.63612455,0.5109401914,0.2979827632
0.2081108219,0.3215609128,0.1865240871
0.9480237584,0.0074710032,0.0124106803
0.199312624,0.3139432809,0.1821028841
0.1717329769,0.5376163086,0.3118261569
0.7333319371,0.5359929173,0.3137679194
0.3188633571,0.1294190271,0.0751664114
0.6043464999,0.2556765225,0.1496263468
0.63435209,0.1468372554,0.0867848865
0.9673502647,0.6609299999,0.39209599
0.1595800617,0.526857543,0.30558386
0.0809201175,0.1944748594,0.1127958473
0.2933264247,0.591570127,0.3431847031
0.8718147908,0.1943009456,0.1184714761
0.92879536,0.63284779,0.3744935551
0.0664920845,0.1916632232,0.1111648649
0.905282498,0.9339814493,0.5484256397
0.5948615827,0.0707313302,0.0422763426
0.0051958305,0.2905617679,0.1685258254
0.6341118169,0.0858903244,0.0514332145
0.2033807012,0.7635268145,0.442862662
0.8924650647,0.6736091075,0.3970373075
0.7661240944,0.8579615795,0.5010627737
0.2559217845,0.9997511973,0.5798985916
0.7593647473,0.3687022477,0.2171723808
0.2304333526,0.1840689648,0.1067881952
0.8921305641,0.0074390372,0.010649161
0.6527243488,0.5467448102,0.3189271681
0.5691314518,0.3691520386,0.2151573632
0.6267765115,0.9309352865,0.5414857679
0.6468625096,0.1174032646,0.0698447394
0.6813412638,0.1226650961,0.0733008128
0.6577039428,0.7822959465,0.4556028557
0.1492936879,0.6286114916,0.364599633
0.2027045191,0.3321829255,0.1926829799
0.3487455314,0.4839433501,0.2808350657
0.7610199206,0.0918032243,0.0566000326
0.5949143379,0.9502685817,0.5524083928
0.8412638392,0.3526159427,0.2095259914
0.8442352573,0.2064409025,0.1248156091
0.0303834706,0.8219874838,0.4767527492
0.5541302793,0.1271052555,0.0746639089
0.3710136313,0.1579149131,0.0917801279
0.3419902782,0.7876720114,0.4569865569
0.2220803374,0.473674819,0.2747557193
0.0648101177,0.2298395453,0.1333071127
0.9774969421,0.3127933045,0.1905499243
0.8423754659,0.5881103283,0.3461392613
0.7430417357,0.5326103515,0.3119622697
0.7700179412,0.5984980677,0.350644511
0.8930590949,0.7445621268,0.4382069661
0.2538848346,0.85312444,0.4948537229
0.6535705576,0.2548363796,0.1496297096
0.6913610662,0.9754724532,0.5680586729
0.3846163735,0.5337653084,0.309802711
0.7045691392,0.7750800365,0.4520107262
0.8747248517,0.287301269,0.1724891828
0.7751026886,0.9090240332,0.5308433555
0.3026156385,0.8468284039,0.4912443363
0.4119574876,0.3398700113,0.1974126179
0.9894396019,0.9271974998,0.5473587783
0.2769378188,0.1794581617,0.1041445544
0.1256927411,0.2335521132,0.1354627216
0.3146988495,0.4011931646,0.2327901155
0.7589305033,0.6432848748,0.3764227052
0.0605991832,0.0181786719,0.0105437646
0.5965569591,0.0984844125,0.0583874664
0.7108501963,0.5929768576,0.3464799392
0.9280381181,0.5611881543,0.3329067269
0.2163802251,0.5335342661,0.3094717958
0.5857101749,0.350215072,0.2043016188
0.6933906842,0.9147735042,0.5328802289
0.0646006944,0.0222543201,0.0129076798
0.1871381002,0.5684903275,0.3297366544
0.1329544671,0.729644062,0.4231966807
0.0941160606,0.4793138709,0.2780028297
0.646397166,0.9840645512,0.5725032529
0.5822635459,0.4003201352,0.2333350975
0.5346648468,0.9812647706,0.5699507635
0.6311630766,0.060350116,0.0365900286
0.9434337684,0.9518600738,0.5600010404
0.5381430215,0.2749228768,0.160293938
0.2080272038,0.3963085914,0.2298777106
0.2473271321,0.7728847464,0.4483105715
0.6471184094,0.7837910403,0.4563524215
0.8298560953,0.6741206509,0.3957325192
0.8087110945,0.0443960608,0.0300270536
0.0628898057,0.7596949247,0.4406232127
0.4121975731,0.5504025623,0.3195221695
0.1949707437,0.1196491763,0.0694109726
0.8459733216,0.0801180866,0.051590338
0.8246780061,0.5909740856,0.3473902456
0.7813820421,0.1327356102,0.0807144634
0.6742110468,0.7934615331,0.462273942
